Job_ID,Job_Title,Job_Level,Company_Type,Job_Category,Required_Skill,Skill_Category,Experience,Education,Job_Description,Preferred_Skill,Employment_Type
JOB-225,Software Engineer,Junior,Enterprise,Cybersecurity,MongoDB,Database,2-3 Years,BSc in ICT,"The candidate will work as a Software Engineer, develop solutions using MongoDB, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Full-Time
JOB-226,QA Engineer,Mid,Software Company,Cybersecurity,MongoDB,Database,0-1 Years,BSc in ICT,"The candidate will work as a QA Engineer, develop solutions using MongoDB, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Internship
JOB-227,Database Engineer,Entry,Enterprise,Cloud,REST API,Web Development,2-3 Years,BSc in ICT,"The candidate will work as a Database Engineer, develop solutions using REST API, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Leadership,Contract
JOB-228,Network Engineer,Junior,IT Services Company,Support,Cybersecurity,Cybersecurity,1-2 Years,Diploma in CSE,"The candidate will work as a Network Engineer, develop solutions using Cybersecurity, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Contract
JOB-229,Cybersecurity Analyst,Mid,Enterprise,DevOps,Java,Programming,2-3 Years,Diploma in CSE,"The candidate will work as a Cybersecurity Analyst, develop solutions using Java, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Docker,Full-Time
JOB-230,DevOps Engineer,Mid,Startup,Development,AWS,Cloud,1-2 Years,Diploma in CSE,"The candidate will work as a DevOps Engineer, develop solutions using AWS, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Contract
JOB-231,Junior Software Engineer,Mid,Startup,Networking,Teamwork,Soft Skill,2-3 Years,Equivalent Qualification,"The candidate will work as a Junior Software Engineer, develop solutions using Teamwork, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",AWS,Contract
JOB-232,Software Engineer,Entry,Software Company,Development,Docker,DevOps,0-1 Years,Diploma in CSE,"The candidate will work as a Software Engineer, develop solutions using Docker, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Full-Time
JOB-233,Cloud Engineer,Junior,Startup,Networking,Selenium,Testing,0-1 Years,Diploma in CSE,"The candidate will work as a Cloud Engineer, develop solutions using Selenium, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Azure,Internship
JOB-234,Junior Software Engineer,Entry,Outsourcing Firm,Support,Cybersecurity,Cybersecurity,0-1 Years,Diploma in CSE,"The candidate will work as a Junior Software Engineer, develop solutions using Cybersecurity, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Docker,Contract
JOB-235,Cloud Engineer,Junior,Software Company,Development,Communication,Soft Skill,0-1 Years,Diploma in CSE,"The candidate will work as a Cloud Engineer, develop solutions using Communication, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Leadership,Full-Time
JOB-236,Backend Developer,Entry,Outsourcing Firm,DevOps,Communication,Soft Skill,0-1 Years,Equivalent Qualification,"The candidate will work as a Backend Developer, develop solutions using Communication, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Contract
JOB-237,Frontend Developer,Entry,Enterprise,Cybersecurity,Cybersecurity,Cybersecurity,2-3 Years,BSc in ICT,"The candidate will work as a Frontend Developer, develop solutions using Cybersecurity, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Leadership,Internship
JOB-238,Backend Developer,Junior,IT Services Company,DevOps,MySQL,Database,2-3 Years,BSc in CSE,"The candidate will work as a Backend Developer, develop solutions using MySQL, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Communication,Internship
JOB-239,Frontend Developer,Junior,IT Services Company,Networking,Node.js,Web Development,1-2 Years,Diploma in CSE,"The candidate will work as a Frontend Developer, develop solutions using Node.js, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Internship
JOB-240,Cybersecurity Analyst,Entry,Software Company,Cloud,Teamwork,Soft Skill,0-1 Years,BSc in CSE,"The candidate will work as a Cybersecurity Analyst, develop solutions using Teamwork, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",AWS,Contract
JOB-241,QA Engineer,Junior,IT Services Company,Development,Python,Programming,1-2 Years,BSc in CSE,"The candidate will work as a QA Engineer, develop solutions using Python, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Docker,Contract
JOB-242,DevOps Engineer,Mid,Startup,DevOps,REST API,Web Development,0-1 Years,Diploma in CSE,"The candidate will work as a DevOps Engineer, develop solutions using REST API, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Contract
JOB-243,Cloud Engineer,Junior,Startup,Support,Git,Version Control,2-3 Years,BSc in ICT,"The candidate will work as a Cloud Engineer, develop solutions using Git, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Full-Time
JOB-244,Frontend Developer,Junior,IT Services Company,Support,Networking,Networking,2-3 Years,BSc in ICT,"The candidate will work as a Frontend Developer, develop solutions using Networking, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",AWS,Contract
JOB-245,Junior Software Engineer,Entry,Software Company,Database,Linux,Operating System,2-3 Years,Equivalent Qualification,"The candidate will work as a Junior Software Engineer, develop solutions using Linux, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Full-Time
JOB-246,Software Engineer,Mid,IT Services Company,Support,JavaScript,Programming,0-1 Years,Diploma in CSE,"The candidate will work as a Software Engineer, develop solutions using JavaScript, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Contract
JOB-247,Database Engineer,Mid,Startup,Development,Docker,DevOps,1-2 Years,BSc in CSE,"The candidate will work as a Database Engineer, develop solutions using Docker, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Azure,Contract
JOB-248,QA Engineer,Entry,Startup,Support,JavaScript,Programming,0-1 Years,BSc in ICT,"The candidate will work as a QA Engineer, develop solutions using JavaScript, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Full-Time
JOB-249,Frontend Developer,Mid,Outsourcing Firm,Cloud,Node.js,Web Development,1-2 Years,BSc in CSE,"The candidate will work as a Frontend Developer, develop solutions using Node.js, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",AWS,Full-Time
JOB-250,Frontend Developer,Junior,Enterprise,Support,Selenium,Testing,2-3 Years,Equivalent Qualification,"The candidate will work as a Frontend Developer, develop solutions using Selenium, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Full-Time
